datetime,T_physics_C,T_measured_C,T_a,G_sol,T_in_used,theta_top,theta_mid,theta_bot,theta_mean,j_pr,j_rain,j_irrigation,irrigation_flag,j_eva,q_s_in,T_f,T_g_top,T_g_mid,T_g_bot,residual_C,hour,sin_hour,cos_hour,plant_type,case,is_CAM,is_C3
2026-03-31 12:17:00,29.646385257407303,29.406274,31.5,809.0,28.899018225384452,0.7094053872915199,0.7083685960200454,0.6987625444217969,0.706879489849271,0.0,0.0,0.0,0.0,0.0002650798197300402,5.978936256182806,32.88467840576385,33.69580066074468,32.09140755404019,30.641200546122207,-0.2401112574073032,12.283333333333333,-0.07410849019539895,-0.9972501850994857,CAM,CAM_main,1,0
2026-03-31 12:18:00,29.66172185428809,29.40962,31.399999999999977,784.0,28.926265102321906,0.7079588204790922,0.7079798681919505,0.6993033664530771,0.7064957174269899,0.0,0.0,0.0,0.0,0.00029070824039978616,5.883654015729462,31.736267974456155,32.94014680983986,32.112229657914725,30.631596598049327,-0.25210185428808884,12.3,-0.07845909572784526,-0.996917333733128,CAM,CAM_main,1,0
2026-03-31 12:19:00,29.675634193678718,29.385578,31.399999999999977,809.0,28.911463299580078,0.7069395090841988,0.7075983760916742,0.6997508339098433,0.706134302406398,0.0,0.0,0.0,0.0,0.0002533424789858248,6.113367152789124,31.55115182075599,32.761007884410105,32.12769584987916,30.622683697127684,-0.29005619367871915,12.316666666666666,-0.08280820751220395,-0.9965655024977614,CAM,CAM_main,1,0
2026-03-31 12:20:00,29.687949964880545,29.371967,31.30000000000001,786.0,28.905349903521426,0.7062213968604939,0.7072213723006494,0.7001161944264153,0.7058022140141735,0.0,0.0,0.0,0.0,0.00017851268523455744,6.260800490872953,32.06030918441451,33.13039724621973,32.13264245558753,30.61442480970277,-0.31598296488054345,12.333333333333334,-0.08715574274765794,-0.9961946980917455,CAM,CAM_main,1,0
2026-03-31 12:21:00,29.69972742746188,29.353234,31.30000000000001,821.0,28.900713513775145,0.7060232215626998,0.706853202991395,0.7004089519677703,0.7055264064691694,0.0,0.0,0.0,0.0,3.351587965682963e-05,6.392111309493885,34.52670503395541,34.87056466754336,32.12559851810897,30.60676770326006,-0.34649342746187983,12.35,-0.09150161866340234,-0.9958049275746618,CAM,CAM_main,1,0
2026-03-31 12:22:00,29.71087021274809,29.344798,31.19999999999999,403.0,28.912877589628522,0.7054564668035723,0.7065016902661991,0.7006372408715014,0.7052759074351606,0.0,0.0,0.0,0.0,0.00013153803699495566,6.383940984956553,35.87533670519383,34.5158019794585,32.11269586116816,30.599632026704,-0.3660722127480902,12.366666666666667,-0.09584575252022366,-0.9953961983671789,CAM,CAM_main,1,0
2026-03-31 12:23:00,29.721726416221372,29.316232,31.19999999999999,719.0,28.91651863714509,0.7039100132377532,0.7061761868241292,0.7008083660735234,0.7049316953131963,0.0,0.0,0.0,0.0,0.0002908109851782898,6.44166223261027,32.59673383518168,33.25172274893839,32.10815611643051,30.59291132148445,-0.40549441622137294,12.383333333333333,-0.10018806161207613,-0.9949685182509117,CAM,CAM_main,1,0
2026-03-31 12:24:00,29.731537995297344,29.272726,31.19999999999999,719.0,28.907593300174597,0.7032968229342097,0.7058680755560235,0.700929276618846,0.7046062189412807,0.0,0.0,0.0,0.0,0.0001915421062569943,6.5915575609819825,32.22881905597353,33.25198914486418,32.11782268427294,30.586504820043274,-0.45881199529734573,12.4,-0.1045284632676535,-0.9945218953682733,CAM,CAM_main,1,0
2026-03-31 12:25:00,29.74003691822452,29.224046,31.19999999999999,269.0,28.8676575740692,0.7033235105959317,0.7055587080534493,0.7010067294375628,0.7043453725976775,0.0,0.0,0.0,0.0,2.5926638312010255e-05,6.9790347532425585,32.71640656853043,33.38606356832764,32.12721057078886,30.58036960600282,-0.5159909182245173,12.416666666666666,-0.10886687485196432,-0.9940563382223196,CAM,CAM_main,1,0
2026-03-31 12:26:00,29.74704619308875,29.169456,31.19999999999999,269.0,28.830493010857936,0.7030735797424078,0.7052513205815945,0.7010466968738379,0.7041210526722472,0.0,0.0,0.0,0.0,8.904508226003027e-05,7.332425457846512,32.85672431324713,33.07339377988069,32.12821715317136,30.574537349679474,-0.5775901930887493,12.433333333333334,-0.11320321376790664,-0.9935718556765875,CAM,CAM_main,1,0
2026-03-31 12:27:00,29.753660820428024,29.124277,31.19999999999999,269.0,28.811592868838886,0.7026919188935791,0.7049601614711113,0.7010538175234501,0.7038834494338225,0.0,0.0,0.0,0.0,8.269133262234297e-05,7.536543612713103,32.47928699842282,32.78470426741376,32.123015721635284,30.569050731476977,-0.6293838204280249,12.45,-0.11753739745783774,-0.9930684569549263,CAM,CAM_main,1,0
2026-03-31 12:28:00,29.760134539409933,29.086122,31.19999999999999,269.0,28.80711721174538,0.7025635004492148,0.7046878082672376,0.701031932996677,0.703665534406044,0.0,0.0,0.0,0.0,2.4942549260432136e-05,7.624138621316433,32.79459574610894,33.23607966010957,32.11384608140361,30.5639052845641,-0.674012539409933,12.466666666666667,-0.12186934340514731,-0.9925461516413221,CAM,CAM_main,1,0
2026-03-31 12:29:00,29.766811291503757,29.07306,31.19999999999999,269.0,28.82235903067692,0.7015617980148224,0.7044297852801493,0.7009848599102609,0.7033956051607098,0.0,0.0,0.0,0.0,0.000170708021837059,7.555618086614686,31.342856663207613,31.752821128259882,32.099536365165875,30.559057314145548,-0.6937512915037551,12.483333333333333,-0.12619896913582931,-0.9920049496797151,CAM,CAM_main,1,0
2026-03-31 12:30:00,29.77353353218308,29.029275,31.19999999999999,754.0,28.82842834694145,0.7014137165306666,0.7041817199340579,0.7009164010770791,0.7031450286996295,0.0,0.0,0.0,0.0,2.4999533803287735e-05,7.560841481933039,32.337556268787864,33.421720369658374,32.08136582261841,30.554452302454365,-0.7442585321830819,12.5,-0.13052619222005177,-0.9914448613738104,CAM,CAM_main,1,0
