trial,score,n,bias_C,mae_C,rmse_C,amp_model_C,amp_measured_C,amp_error_C,peak_error_C,min_error_C,H_g,H_slab,h_in,rho_g,theta_sat,k_theta_sat,lambda_dry,lambda_sat,LAI,cover_fraction,tau_f,error
19,1000000000.0,0,,,,,,,,,0.06482173328572866,0.04827427546750711,8.10794112505001,636.7584202486546,0.8002223558607027,1.6313759647946175e-06,0.06404152343537844,0.4337248239990842,0.9240977702370857,0.7565952041677144,0.08045812615713278,"(34, 'Result too large')"
20,1000000000.0,0,,,,,,,,,0.08031649658103165,0.0770696826732165,6.43949117837767,273.8945562802271,0.8912373578546788,1.139575429846187e-05,0.2743053611355071,0.3548462012458506,0.9103814662055858,0.9065375306039045,0.14939454845623518,"(34, 'Result too large')"
7,1000000000.0,0,,,,,,,,,0.08296035803727067,0.04779625735469592,1.761951593827485,385.2571729392103,0.7143754018458588,4.012789170887202e-06,0.3074868912477682,0.4371515886922726,0.7991146608714121,0.5188303352131979,0.1233984394416709,"(34, 'Result too large')"
1,1000000000.0,0,,,,,,,,,0.09369780242779815,0.05791588298140393,8.79808231924675,507.76297365790106,0.6782532043662949,2.761293128664427e-05,0.28073051357720236,0.8788514442215631,0.9177931755484279,0.6202315627373403,0.1426995060581453,
41,1000000000.0,0,,,,,,,,,0.09755655498809675,0.03664097443308182,7.744279281448874,270.72950070838493,0.73122762539534,1.1184467636653752e-05,0.3442593876206177,0.7392348847816557,0.7926505354852025,0.7197853819565196,0.06058763789504178,
32,1000000000.0,0,,,,,,,,,0.10294401229545402,0.08506631320638225,6.54629703796401,547.833329175887,0.8885344516949257,2.496874316029365e-05,0.13348117261336429,0.7220607162866474,0.861583635859482,0.7196994200144727,0.0928228260231972,"(34, 'Result too large')"
47,1000000000.0,0,,,,,,,,,0.07072253458721006,0.08780367717588014,5.700203995398099,234.45266043757613,0.6716177441218831,1.7527745889163625e-05,0.07611469590299459,0.47448914890692473,1.2680210688526279,0.45379666711495625,0.1284733424504973,
44,1000000000.0,0,,,,,,,,,0.06170473049363827,0.0458556659335943,4.089989131967066,381.11451043023453,0.8332962641109884,8.658131113154033e-06,0.17942516000981534,0.5770264875429577,1.0699684953848352,0.702983749045405,0.12926022782930946,"(34, 'Result too large')"
58,1000000000.0,0,,,,,,,,,0.0592409636155916,0.06665962826033231,8.317508189378657,614.6097835933476,0.8967749271852294,1.1339926689963116e-06,0.1680836789789529,0.28895877785108104,0.8857798948947486,0.7551833772004904,0.22831454907792453,"(34, 'Result too large')"
59,1000000000.0,0,,,,,,,,,0.09368603413758131,0.08990924110417473,7.785167482050334,556.409648290117,0.6646891129469837,2.220428820434633e-06,0.24035035427882126,0.9365002436998586,0.7076502123974204,0.6587776052698098,0.21932184984109931,
60,2.3458474411555913e+76,2782,6.9171602146677675e+72,6.9171602146677675e+72,3.6484331886610517e+74,1.9243539717205728e+76,13.027245000000004,1.9243539717205728e+76,1.9243539717205728e+76,9.251780208920191,0.05648036445643066,0.0551016668165041,9.112896491761422,495.6580201622536,0.7212975090081792,1.8182815508902927e-05,0.16092911278875915,0.9326757369152476,1.2082042069021393,0.7041921505298894,0.1492350169369585,
